,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145
4fnl_H,   0.00000,   0.00000,  49.00000,  36.60000,  82.00000,  61.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.50000,   2.00000,   1.50000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   4.50000,  15.00000,  11.20000,   2.00000,   1.50000,   2.00000,   1.50000,6776.70000,   0.00000,   0.00000,2282.00000,1253.00000,   0.00000, 860.00000, 457.00000,1925.00000,   0.40683,   0.36085,   0.19823,   0.35650,   0.32118,   0.44279,   0.07570,   0.42506,   0.42268,   0.40032,   0.18554,   0.14883,   0.21888,   0.57909,   0.37654,   0.14076,   0.64651,   0.35808,   0.27728,   0.18671,   0.15269,   0.23911,3995.00000,1991.64000,1766.00000, 772.52000,3229.00000,1219.12000,   1.00000,   3.00000,   1.00000,   6.00000,   0.00000,   3.00000,   5.00000,  10.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   0.00000,   2.00000,   4.00000,   2.00000,   0.00000,   0.00000,   2.00000,   3.00000,   2.00000,   1.00000,   0.00000,   2.00000,   5.00000,   1.00000,   5.00000,   1.00000,   4.00000,   7.00000,   1.00000,   3.00000,   1.00000,   0.00000,   8.00000,   4.00000,   3.00000,   6.00000,   8.00000,   0.00917,   0.02752,   0.00917,   0.05505,   0.00000,   0.02752,   0.04587,   0.09174,   0.00000,   0.00000,   0.01835,   0.01835,   0.00917,   0.00000,   0.01835,   0.03670,   0.01835,   0.00000,   0.00000,   0.01835,   0.02752,   0.01835,   0.00917,   0.00000,   0.01835,   0.04587,   0.00917,   0.04587,   0.00917,   0.03670,   0.06422,   0.00917,   0.02752,   0.00917,   0.00000,   0.07339,   0.03670,   0.02752,   0.05505,   0.07339
4f58_I,   0.00000,   0.00000,  44.00000,  36.10000,  79.00000,  64.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   8.20000,  12.00000,   9.80000,   2.00000,   1.60000,   1.00000,   0.80000,6494.20000,   0.00000,   0.00000,1710.00000, 619.00000,   0.00000,1180.00000,1141.00000,1843.00000,   0.38337,   0.29457,   0.19434,   0.42256,   0.40911,   0.36838,   0.07248,   0.38136,   0.58758,   0.39102,   0.24367,   0.21801,   0.20998,   0.59111,   0.40619,   0.18447,   0.52902,   0.35853,   0.28285,   0.20991,   0.17073,   0.23055,4583.96000,1691.43000,1274.31000, 672.35000,3309.64000,1019.08000,   1.00000,   8.00000,   2.00000,   5.00000,   0.00000,   4.00000,   4.00000,   8.00000,   1.00000,   1.00000,   1.00000,   2.00000,   1.00000,   1.00000,   3.00000,   4.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   1.00000,   2.00000,   1.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   2.00000,   5.00000,   1.00000,   1.00000,   5.00000,   1.00000,   6.00000,   3.00000,   4.00000,   4.00000,   8.00000,   0.00909,   0.07273,   0.01818,   0.04545,   0.00000,   0.03636,   0.03636,   0.07273,   0.00909,   0.00909,   0.00909,   0.01818,   0.00909,   0.00909,   0.02727,   0.03636,   0.01818,   0.00000,   0.00000,   0.02727,   0.04545,   0.00909,   0.01818,   0.00909,   0.01818,   0.01818,   0.00909,   0.03636,   0.00909,   0.01818,   0.04545,   0.00909,   0.00909,   0.04545,   0.00909,   0.05455,   0.02727,   0.03636,   0.03636,   0.07273
4f57_H,   4.00000,   3.30000,  47.00000,  38.50000,  82.00000,  67.20000,   0.00000,   0.00000,   1.00000,   0.80000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   8.20000,  12.00000,   9.80000,   2.00000,   1.60000,   1.00000,   0.80000,6522.40000,   0.00000, 207.00000,2136.00000, 305.00000,   0.00000,1380.00000, 737.00000,1758.00000,   0.37666,   0.29432,   0.19132,   0.40599,   0.41163,   0.36548,   0.07274,   0.38723,   0.58456,   0.39308,   0.24595,   0.22452,   0.21334,   0.58397,   0.41540,   0.18431,   0.53364,   0.35515,   0.27442,   0.19923,   0.17063,   0.22875,4431.62000,1762.30000,1275.72000, 668.28000,3155.89000,1094.02000,   1.00000,   8.00000,   1.00000,   5.00000,   0.00000,   4.00000,   4.00000,   8.00000,   1.00000,   1.00000,   1.00000,   2.00000,   1.00000,   1.00000,   3.00000,   4.00000,   1.00000,   0.00000,   0.00000,   3.00000,   5.00000,   1.00000,   3.00000,   1.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   2.00000,   5.00000,   1.00000,   1.00000,   5.00000,   1.00000,   6.00000,   4.00000,   4.00000,   4.00000,   8.00000,   0.00909,   0.07273,   0.00909,   0.04545,   0.00000,   0.03636,   0.03636,   0.07273,   0.00909,   0.00909,   0.00909,   0.01818,   0.00909,   0.00909,   0.02727,   0.03636,   0.00909,   0.00000,   0.00000,   0.02727,   0.04545,   0.00909,   0.02727,   0.00909,   0.01818,   0.01818,   0.00909,   0.03636,   0.00909,   0.01818,   0.04545,   0.00909,   0.00909,   0.04545,   0.00909,   0.05455,   0.03636,   0.03636,   0.03636,   0.07273
4eow_H,   0.00000,   0.00000,  37.00000,  33.60000,  61.00000,  55.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,   8.00000,   7.30000,   5.00000,   4.50000,   1.00000,   0.90000,7034.60000, 408.00000,   0.00000,1926.00000, 226.00000,   0.00000,1834.00000, 524.00000,2118.00000,   0.45187,   0.36284,   0.29969,   0.46746,   0.24981,   0.41216,   0.12729,   0.66095,   0.57934,   0.49854,   0.53609,   0.17750,   0.35972,   0.50336,   0.13532,   0.24896,   0.49329,   0.45293,   0.43994,   0.34648,   0.34122,   0.35798,5924.03000,1435.12000,1627.38000, 591.99000,4296.65000, 843.13000,   3.00000,   6.00000,   0.00000,   3.00000,   0.00000,   4.00000,   4.00000,   9.00000,   1.00000,   1.00000,   3.00000,   6.00000,   0.00000,   1.00000,   4.00000,   8.00000,   5.00000,   1.00000,   3.00000,   5.00000,   4.00000,   0.00000,   1.00000,   1.00000,   2.00000,   1.00000,   1.00000,   2.00000,   0.00000,   3.00000,   3.00000,   1.00000,   1.00000,   5.00000,   1.00000,   4.00000,   3.00000,   3.00000,   4.00000,   3.00000,   0.02727,   0.05455,   0.00000,   0.02727,   0.00000,   0.03636,   0.03636,   0.08182,   0.00909,   0.00909,   0.02727,   0.05455,   0.00000,   0.00909,   0.03636,   0.07273,   0.04545,   0.00909,   0.02727,   0.04545,   0.03636,   0.00000,   0.00909,   0.00909,   0.01818,   0.00909,   0.00909,   0.01818,   0.00000,   0.02727,   0.02727,   0.00909,   0.00909,   0.04545,   0.00909,   0.03636,   0.02727,   0.02727,   0.03636,   0.02727
4edw_H,   0.00000,   0.00000,  48.00000,  40.70000,  77.00000,  65.30000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   8.50000,   9.00000,   7.60000,   4.00000,   3.40000,   1.00000,   0.80000,6518.60000,   0.00000,   0.00000,2318.00000, 153.00000,   0.00000,1914.00000, 563.00000,1566.00000,   0.41907,   0.33337,   0.59484,   0.29412,   0.27006,   0.40400,   0.07852,   0.45171,   0.35660,   0.33788,   0.00000,   0.14796,   0.29321,   0.56158,   0.00000,   0.27208,   0.54487,   0.42066,   0.35874,   0.26113,   0.28499,   0.24676,4810.79000,1656.46000,1386.78000, 588.13000,3424.01000,1068.33000,   4.00000,   1.00000,   2.00000,   5.00000,   0.00000,   3.00000,   2.00000,   7.00000,   0.00000,   1.00000,   3.00000,   6.00000,   0.00000,   1.00000,   3.00000,   7.00000,   5.00000,   1.00000,   2.00000,   2.00000,   2.00000,   2.00000,   1.00000,   1.00000,   2.00000,   3.00000,   1.00000,   6.00000,   0.00000,   5.00000,   7.00000,   0.00000,   0.00000,   1.00000,   1.00000,   3.00000,   6.00000,   4.00000,   5.00000,   5.00000,   0.03636,   0.00909,   0.01818,   0.04545,   0.00000,   0.02727,   0.01818,   0.06364,   0.00000,   0.00909,   0.02727,   0.05455,   0.00000,   0.00909,   0.02727,   0.06364,   0.04545,   0.00909,   0.01818,   0.01818,   0.01818,   0.01818,   0.00909,   0.00909,   0.01818,   0.02727,   0.00909,   0.05455,   0.00000,   0.04545,   0.06364,   0.00000,   0.00000,   0.00909,   0.00909,   0.02727,   0.05455,   0.03636,   0.04545,   0.04545
4dvr_H,   0.00000,   0.00000,  41.00000,  37.30000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   8.00000,   7.30000,   3.00000,   2.70000,   2.00000,   1.80000,6893.40000,   0.00000,   0.00000,2096.00000, 393.00000,   0.00000,1747.00000, 591.00000,2069.00000,   0.42807,   0.35382,   0.36495,   0.46114,   0.57704,   0.40394,   0.10759,   0.35369,   0.61257,   0.50065,   0.00000,   0.15491,   0.28758,   0.61988,   0.17137,   0.22885,   0.49584,   0.43224,   0.40069,   0.30018,   0.23581,   0.35773,5309.77000,1593.45000,1407.89000, 763.32000,3901.88000, 830.13000,   7.00000,   4.00000,   2.00000,   6.00000,   0.00000,   2.00000,   7.00000,   6.00000,   0.00000,   0.00000,   2.00000,   6.00000,   0.00000,   0.00000,   2.00000,   5.00000,   6.00000,   1.00000,   1.00000,   5.00000,   4.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   1.00000,   3.00000,   0.00000,   3.00000,   5.00000,   0.00000,   3.00000,   4.00000,   2.00000,   3.00000,   3.00000,   3.00000,   6.00000,   3.00000,   0.06364,   0.03636,   0.01818,   0.05455,   0.00000,   0.01818,   0.06364,   0.05455,   0.00000,   0.00000,   0.01818,   0.05455,   0.00000,   0.00000,   0.01818,   0.04545,   0.05455,   0.00909,   0.00909,   0.04545,   0.03636,   0.00000,   0.00000,   0.01818,   0.01818,   0.00909,   0.00909,   0.02727,   0.00000,   0.02727,   0.04545,   0.00000,   0.02727,   0.03636,   0.01818,   0.02727,   0.02727,   0.02727,   0.05455,   0.02727
4dtg_H,   2.00000,   1.80000,  40.00000,  36.40000,  69.00000,  62.70000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  13.00000,  11.80000,   2.00000,   1.80000,   2.00000,   1.80000,6747.80000,   0.00000, 115.00000,2012.00000, 819.00000,   0.00000,1418.00000, 360.00000,2027.00000,   0.40005,   0.35160,   0.35952,   0.38976,   0.39237,   0.51297,   0.11585,   0.35624,   0.66021,   0.50772,   0.00000,   0.12867,   0.26131,   0.67953,   0.17424,   0.26368,   0.58603,   0.33175,   0.33564,   0.18158,   0.33438,   0.29640,4935.44000,1661.66000,1444.90000, 639.25000,3490.54000,1022.41000,   5.00000,   5.00000,   3.00000,   6.00000,   0.00000,   2.00000,   6.00000,   9.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   1.00000,   3.00000,   6.00000,   2.00000,   0.00000,   3.00000,   4.00000,   4.00000,   3.00000,   1.00000,   0.00000,   2.00000,   2.00000,   0.00000,   2.00000,   0.00000,   2.00000,   7.00000,   0.00000,   3.00000,   3.00000,   0.00000,   9.00000,   3.00000,   2.00000,   4.00000,   3.00000,   0.04545,   0.04545,   0.02727,   0.05455,   0.00000,   0.01818,   0.05455,   0.08182,   0.00000,   0.00000,   0.01818,   0.02727,   0.00000,   0.00909,   0.02727,   0.05455,   0.01818,   0.00000,   0.02727,   0.03636,   0.03636,   0.02727,   0.00909,   0.00000,   0.01818,   0.01818,   0.00000,   0.01818,   0.00000,   0.01818,   0.06364,   0.00000,   0.02727,   0.02727,   0.00000,   0.08182,   0.02727,   0.01818,   0.03636,   0.02727
4dgy_H,   2.00000,   1.70000,  47.00000,  39.20000,  81.00000,  67.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.50000,  13.00000,  10.80000,   3.00000,   2.50000,   1.00000,   0.80000,6826.30000,   0.00000,  27.00000,2041.00000,1144.00000,   0.00000,1391.00000, 567.00000,1653.00000,   0.39063,   0.29919,   0.19689,   0.44602,   0.45406,   0.39728,   0.07896,   0.35444,   0.56209,   0.38630,   0.11516,   0.12055,   0.24030,   0.61238,   0.34509,   0.23987,   0.76952,   0.35511,   0.36590,   0.22261,   0.20552,   0.30345,5053.78000,1582.74000,1410.91000, 681.18000,3642.87000, 901.56000,   1.00000,   5.00000,   6.00000,   5.00000,   0.00000,   2.00000,   4.00000,   7.00000,   0.00000,   0.00000,   3.00000,   4.00000,   1.00000,   1.00000,   2.00000,   4.00000,   5.00000,   1.00000,   1.00000,   4.00000,   4.00000,   3.00000,   0.00000,   1.00000,   2.00000,   2.00000,   1.00000,   4.00000,   1.00000,   3.00000,   8.00000,   0.00000,   2.00000,   4.00000,   0.00000,   4.00000,   4.00000,   3.00000,   4.00000,   4.00000,   0.00909,   0.04545,   0.05455,   0.04545,   0.00000,   0.01818,   0.03636,   0.06364,   0.00000,   0.00000,   0.02727,   0.03636,   0.00909,   0.00909,   0.01818,   0.03636,   0.04545,   0.00909,   0.00909,   0.03636,   0.03636,   0.02727,   0.00000,   0.00909,   0.01818,   0.01818,   0.00909,   0.03636,   0.00909,   0.02727,   0.07273,   0.00000,   0.01818,   0.03636,   0.00000,   0.03636,   0.03636,   0.02727,   0.03636,   0.03636
4dgv_H,   4.00000,   3.30000,  46.00000,  38.30000,  84.00000,  70.00000,   0.00000,   0.00000,   1.00000,   0.80000,   0.00000,   0.00000,   2.00000,   1.70000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.00000,  13.00000,  10.80000,   3.00000,   2.50000,   1.00000,   0.80000,6896.10000,   0.00000, 178.00000,2036.00000,1132.00000,   0.00000,1254.00000, 455.00000,1841.00000,   0.38856,   0.31082,   0.19072,   0.45351,   0.44328,   0.39631,   0.07874,   0.35249,   0.55717,   0.43565,   0.10913,   0.11690,   0.24411,   0.61116,   0.35151,   0.23492,   0.75882,   0.36242,   0.35736,   0.21263,   0.19637,   0.31722,5072.34000,1592.03000,1480.94000, 660.75000,3591.39000, 931.28000,   1.00000,   5.00000,   5.00000,   5.00000,   0.00000,   2.00000,   4.00000,   8.00000,   0.00000,   0.00000,   3.00000,   4.00000,   1.00000,   1.00000,   2.00000,   4.00000,   5.00000,   1.00000,   1.00000,   4.00000,   4.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   3.00000,   1.00000,   3.00000,   8.00000,   0.00000,   2.00000,   4.00000,   0.00000,   4.00000,   4.00000,   3.00000,   4.00000,   4.00000,   0.00909,   0.04545,   0.04545,   0.04545,   0.00000,   0.01818,   0.03636,   0.07273,   0.00000,   0.00000,   0.02727,   0.03636,   0.00909,   0.00909,   0.01818,   0.03636,   0.04545,   0.00909,   0.00909,   0.03636,   0.03636,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.02727,   0.00909,   0.02727,   0.07273,   0.00000,   0.01818,   0.03636,   0.00000,   0.03636,   0.03636,   0.02727,   0.03636,   0.03636
4d9r_E,   0.00000,   0.00000,  36.00000,  34.60000,  61.00000,  58.70000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.90000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.70000,  10.00000,   9.60000,   2.00000,   1.90000,   1.00000,   1.00000,6219.60000,   0.00000,   0.00000,1755.00000, 894.00000,   0.00000, 894.00000, 449.00000,2229.00000,   0.41349,   0.41092,   0.36144,   0.34569,   0.42333,   0.54100,   0.11392,   0.43937,   0.57940,   0.54450,   0.00000,   0.12595,   0.34977,   0.54518,   0.11414,   0.18476,   0.81740,   0.37582,   0.40808,   0.16740,   0.30663,   0.40735,5167.97000,1467.81000,1685.34000, 526.23000,3482.63000, 941.58000,   4.00000,   1.00000,   3.00000,   4.00000,   0.00000,   3.00000,   7.00000,   9.00000,   0.00000,   0.00000,   2.00000,   6.00000,   0.00000,   0.00000,   3.00000,   4.00000,   7.00000,   0.00000,   2.00000,   6.00000,   3.00000,   2.00000,   2.00000,   0.00000,   2.00000,   2.00000,   0.00000,   2.00000,   0.00000,   2.00000,   4.00000,   0.00000,   2.00000,   4.00000,   0.00000,   5.00000,   2.00000,   3.00000,   5.00000,   3.00000,   0.03846,   0.00962,   0.02885,   0.03846,   0.00000,   0.02885,   0.06731,   0.08654,   0.00000,   0.00000,   0.01923,   0.05769,   0.00000,   0.00000,   0.02885,   0.03846,   0.06731,   0.00000,   0.01923,   0.05769,   0.02885,   0.01923,   0.01923,   0.00000,   0.01923,   0.01923,   0.00000,   0.01923,   0.00000,   0.01923,   0.03846,   0.00000,   0.01923,   0.03846,   0.00000,   0.04808,   0.01923,   0.02885,   0.04808,   0.02885
4d9q_E,   0.00000,   0.00000,  36.00000,  34.60000,  62.00000,  59.60000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.90000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.70000,  10.00000,   9.60000,   2.00000,   1.90000,   1.00000,   1.00000,6230.60000,   0.00000,   0.00000,1760.00000, 899.00000,   0.00000, 877.00000, 468.00000,2228.00000,   0.41459,   0.41629,   0.36395,   0.34869,   0.42670,   0.53454,   0.11618,   0.44236,   0.57897,   0.54876,   0.00000,   0.12681,   0.35270,   0.54988,   0.11405,   0.18627,   0.83071,   0.37669,   0.40801,   0.16789,   0.30721,   0.41170,5333.19000,1344.26000,1740.20000, 499.86000,3592.99000, 844.40000,   5.00000,   1.00000,   3.00000,   4.00000,   0.00000,   3.00000,   7.00000,   9.00000,   0.00000,   0.00000,   2.00000,   6.00000,   0.00000,   0.00000,   3.00000,   5.00000,   7.00000,   0.00000,   3.00000,   6.00000,   2.00000,   2.00000,   2.00000,   0.00000,   2.00000,   2.00000,   0.00000,   2.00000,   0.00000,   2.00000,   4.00000,   0.00000,   2.00000,   4.00000,   0.00000,   4.00000,   2.00000,   3.00000,   4.00000,   3.00000,   0.04808,   0.00962,   0.02885,   0.03846,   0.00000,   0.02885,   0.06731,   0.08654,   0.00000,   0.00000,   0.01923,   0.05769,   0.00000,   0.00000,   0.02885,   0.04808,   0.06731,   0.00000,   0.02885,   0.05769,   0.01923,   0.01923,   0.01923,   0.00000,   0.01923,   0.01923,   0.00000,   0.01923,   0.00000,   0.01923,   0.03846,   0.00000,   0.01923,   0.03846,   0.00000,   0.03846,   0.01923,   0.02885,   0.03846,   0.02885
4d9l_K,   2.00000,   1.70000,  46.00000,  39.00000,  78.00000,  66.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   9.30000,  11.00000,   9.30000,   1.00000,   0.80000,   2.00000,   1.70000,6243.90000,   0.00000,  68.00000,1795.00000, 576.00000,   0.00000,1211.00000, 444.00000,2152.00000,   0.39231,   0.33912,   0.23641,   0.35282,   0.36567,   0.43233,   0.07907,   0.51097,   0.47875,   0.44356,   1.00000,   0.20322,   0.50989,   0.56381,   0.10772,   0.31543,   0.57967,   0.37167,   0.31362,   0.17968,   0.18202,   0.24086,4798.15000,1705.26000,1518.66000, 750.88000,3279.48000, 954.38000,   1.00000,   2.00000,   4.00000,   3.00000,   0.00000,   5.00000,   3.00000,   9.00000,   1.00000,   1.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   5.00000,   4.00000,   0.00000,   0.00000,   2.00000,   6.00000,   2.00000,   1.00000,   0.00000,   2.00000,   3.00000,   1.00000,   4.00000,   0.00000,   5.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   5.00000,   3.00000,   5.00000,  10.00000,   0.00909,   0.01818,   0.03636,   0.02727,   0.00000,   0.04545,   0.02727,   0.08182,   0.00909,   0.00909,   0.02727,   0.05455,   0.00000,   0.01818,   0.02727,   0.04545,   0.03636,   0.00000,   0.00000,   0.01818,   0.05455,   0.01818,   0.00909,   0.00000,   0.01818,   0.02727,   0.00909,   0.03636,   0.00000,   0.04545,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.04545,   0.02727,   0.04545,   0.09091
4d9l_J,   2.00000,   1.70000,  46.00000,  39.00000,  77.00000,  65.30000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   9.30000,  11.00000,   9.30000,   1.00000,   0.80000,   2.00000,   1.70000,6380.40000,   0.00000,  64.00000,1839.00000, 594.00000,   0.00000,1285.00000, 429.00000,2164.00000,   0.39494,   0.34068,   0.23713,   0.35161,   0.37986,   0.43016,   0.08163,   0.51851,   0.46364,   0.43956,   1.00000,   0.20695,   0.51439,   0.56322,   0.11034,   0.32356,   0.58145,   0.37584,   0.31848,   0.18228,   0.18337,   0.24380,4863.80000,1680.89000,1522.10000, 765.11000,3341.70000, 915.78000,   1.00000,   2.00000,   5.00000,   3.00000,   0.00000,   5.00000,   3.00000,   9.00000,   1.00000,   1.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   5.00000,   4.00000,   0.00000,   0.00000,   2.00000,   6.00000,   2.00000,   0.00000,   0.00000,   2.00000,   3.00000,   1.00000,   4.00000,   0.00000,   5.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   5.00000,   3.00000,   5.00000,  10.00000,   0.00909,   0.01818,   0.04545,   0.02727,   0.00000,   0.04545,   0.02727,   0.08182,   0.00909,   0.00909,   0.02727,   0.05455,   0.00000,   0.01818,   0.02727,   0.04545,   0.03636,   0.00000,   0.00000,   0.01818,   0.05455,   0.01818,   0.00000,   0.00000,   0.01818,   0.02727,   0.00909,   0.03636,   0.00000,   0.04545,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.04545,   0.02727,   0.04545,   0.09091
4d9l_I,   2.00000,   1.70000,  46.00000,  39.00000,  78.00000,  66.10000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,  13.00000,  11.00000,  10.00000,   8.50000,   2.00000,   1.70000,   1.00000,   0.80000,6201.60000,   0.00000,  56.00000,1811.00000, 337.00000,   0.00000,1440.00000, 484.00000,2076.00000,   0.38426,   0.33768,   0.24400,   0.33983,   0.34726,   0.42540,   0.08200,   0.51237,   0.46822,   0.43315,   1.00000,   0.20371,   0.50146,   0.55045,   0.10772,   0.33682,   0.57383,   0.36070,   0.31092,   0.18065,   0.17835,   0.23605,4803.13000,1615.22000,1533.59000, 736.14000,3269.55000, 879.08000,   1.00000,   2.00000,   4.00000,   3.00000,   0.00000,   6.00000,   3.00000,   9.00000,   1.00000,   1.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   5.00000,   4.00000,   0.00000,   0.00000,   2.00000,   6.00000,   2.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   4.00000,   0.00000,   5.00000,   1.00000,   0.00000,   2.00000,   1.00000,   1.00000,   4.00000,   5.00000,   3.00000,   5.00000,  10.00000,   0.00909,   0.01818,   0.03636,   0.02727,   0.00000,   0.05455,   0.02727,   0.08182,   0.00909,   0.00909,   0.02727,   0.05455,   0.00000,   0.01818,   0.02727,   0.04545,   0.03636,   0.00000,   0.00000,   0.01818,   0.05455,   0.01818,   0.00909,   0.00000,   0.01818,   0.01818,   0.00909,   0.03636,   0.00000,   0.04545,   0.00909,   0.00000,   0.01818,   0.00909,   0.00909,   0.03636,   0.04545,   0.02727,   0.04545,   0.09091
