pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
5cgy	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/15	Fab fragment of Chikungunya virus neutralizing human monoclonal antibody 4J21	HOMO SAPIENS	homo sapiens	homo sapiens		Long, F., Crowe, J.E., Rossmann, M.G.	2.07	X-RAY DIFFRACTION	0.216	0.168	False	False	IGHV7	IGLV1	Lambda	None	None	None	None	None
5cgy	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/09/15	Fab fragment of Chikungunya virus neutralizing human monoclonal antibody 4J21	HOMO SAPIENS	homo sapiens	homo sapiens		Long, F., Crowe, J.E., Rossmann, M.G.	2.07	X-RAY DIFFRACTION	0.216	0.168	False	False	IGHV7	IGLV1	Lambda	None	None	None	None	None
5awn	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/06/15	Crystal structure of Human anti-HIV-1 broadly neutralizing antibody 3BC176 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Lee, J.H., Wilson, I.A., Ward, A.B.	1.887	X-RAY DIFFRACTION	0.223	0.177	False	True	unknown	IGLV2	Lambda	None	None	None	None	None
1fgv	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	11/01/93	X-RAY STRUCTURES OF FRAGMENTS FROM BINDING AND NONBINDING VERSIONS OF A HUMANIZED ANTI-CD18 ANTIBODY: STRUCTURAL INDICATIONS OF THE KEY ROLE OF VH RESIDUES 59 TO 65	HOMO SAPIENS				Eigenbrot, C., Kessler, J.	1.9	X-RAY DIFFRACTION	unknown	0.180	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1ikf	H	L	0	C	peptide	NA	cyclosporin a	IMMUNE SYSTEM/IMMUNOSUPPRESSANT	12/09/93	A CONFORMATION OF CYCLOSPORIN A IN AQUEOUS ENVIRONMENT REVEALED BY THE X-RAY STRUCTURE OF A CYCLOSPORIN-FAB COMPLEX	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	tolypocladium inflatum	Vix, O., Altschuh, D., Rees, B., Thierry, J.-C.	2.5	X-RAY DIFFRACTION	unknown	0.164	False	True	IGHV5	IGKV10	Kappa	None	None	None	None	None
3lrs	A	B	0	B	carbohydrate	NAG	N-ACETYL-D-GLUCOSAMINE	IMMUNE SYSTEM	02/11/10	Structure of PG16, an antibody with broad and potent neutralization of HIV-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pancera, M., Kwong, P.D.	2.37	X-RAY DIFFRACTION	0.260	0.211	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3lrs	C	D	0	D	carbohydrate	NAG	N-ACETYL-D-GLUCOSAMINE	IMMUNE SYSTEM	02/11/10	Structure of PG16, an antibody with broad and potent neutralization of HIV-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pancera, M., Kwong, P.D.	2.37	X-RAY DIFFRACTION	0.260	0.211	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3lrs	H	L	0	L	carbohydrate	NAG	N-ACETYL-D-GLUCOSAMINE	IMMUNE SYSTEM	02/11/10	Structure of PG16, an antibody with broad and potent neutralization of HIV-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pancera, M., Kwong, P.D.	2.37	X-RAY DIFFRACTION	0.260	0.211	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3lrs	E	F	0	F	carbohydrate	NAG	N-ACETYL-D-GLUCOSAMINE	IMMUNE SYSTEM	02/11/10	Structure of PG16, an antibody with broad and potent neutralization of HIV-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pancera, M., Kwong, P.D.	2.37	X-RAY DIFFRACTION	0.260	0.211	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5jw5	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/11/16	Structure of MEDI8852 Fab Fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	1.9	X-RAY DIFFRACTION	0.217	0.187	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw5	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/11/16	Structure of MEDI8852 Fab Fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	1.9	X-RAY DIFFRACTION	0.217	0.187	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5kw9	H	L	0	A	protein	NA	capsid protein vp1	ANTIVIRAL PROTEIN	07/15/16	Structural Basis for Norovirus Neutralization by a HBGA Blocking Human IgA Antibody	NORWALK VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	norwalk virus	Shanker, S., Prasad, B.V.V.	2.3	X-RAY DIFFRACTION	0.212	0.186	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
4jdv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/25/13	Crystal structure of germ-line precursor of NIH45-46 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Scharf, L., Bjorkman, P.J.	1.65	X-RAY DIFFRACTION	0.203	0.174	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4jdv	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/25/13	Crystal structure of germ-line precursor of NIH45-46 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Scharf, L., Bjorkman, P.J.	1.65	X-RAY DIFFRACTION	0.203	0.174	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
2f5b	H	L	0	P	peptide	NA	protein (gp41 epitope)	IMMUNOGLOBULIN	04/09/99	CRYSTAL STRUCTURE OF FAB' FROM THE HIV-1 NEUTRALIZING ANTIBODY 2F5 IN COMPLEX WITH ITS GP41 EPITOPE	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Bryson, S., Julien, J.P., Hynes, R.C., Pai, E.F.	2.0	X-RAY DIFFRACTION	0.258	0.232	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
5bo1	H	L	0	B	protein	NA	protein jagged-1	Signaling protein/Immune system	05/26/15	Crystal structure of a human Jag1 fragment in complex with an anti-Jag1 Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Payandeh, J., de Leon-Boenig, G.	2.56	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5bo1	I	M	0	A	protein	NA	protein jagged-1	Signaling protein/Immune system	05/26/15	Crystal structure of a human Jag1 fragment in complex with an anti-Jag1 Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Payandeh, J., de Leon-Boenig, G.	2.56	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5hys	C	D	0	K	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	02/01/16	Structure of IgE complexed with omalizumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pennington, L.F., Tarchevskaya, S.S., Sathiyamoorthy, K., Jardetzky, T.S.	2.5	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5hys	A	B	0	G	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	02/01/16	Structure of IgE complexed with omalizumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pennington, L.F., Tarchevskaya, S.S., Sathiyamoorthy, K., Jardetzky, T.S.	2.5	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5hys	E	F	0	J	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	02/01/16	Structure of IgE complexed with omalizumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pennington, L.F., Tarchevskaya, S.S., Sathiyamoorthy, K., Jardetzky, T.S.	2.5	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5hys	H	L	0	I	protein	NA	ig epsilon chain c region	IMMUNE SYSTEM	02/01/16	Structure of IgE complexed with omalizumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pennington, L.F., Tarchevskaya, S.S., Sathiyamoorthy, K., Jardetzky, T.S.	2.5	X-RAY DIFFRACTION	0.239	0.221	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5ik3	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/03/16	Crystal structure of anti-gliadin 1002-1E03 Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Chen, X., Zhao, Y., Harlos, K., Snir, O., Sollid, L.M.	1.65	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
5ik3	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/03/16	Crystal structure of anti-gliadin 1002-1E03 Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Chen, X., Zhao, Y., Harlos, K., Snir, O., Sollid, L.M.	1.65	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
5x08	H	L	0	P	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM	01/20/17	Crystal structure of broadly neutralizing anti-HIV-1 antibody 4E10, mutant Npro, with peptide bound	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (MAL ISOLATE)	homo sapiens	homo sapiens	human immunodeficiency virus type 1 (malisolate) 	Caaveiro, J.M.M., Rujas, E., Nieva, J.L., Tsumoto, K.	1.49	X-RAY DIFFRACTION	0.169	0.129	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5gks	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/05/16	Crystal structure of SLE patient-derived anti-DNA antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Arimori, T., Sakakibara, S., Kikutani, H., Takagi, J.	2.05	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
5gks	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/05/16	Crystal structure of SLE patient-derived anti-DNA antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Arimori, T., Sakakibara, S., Kikutani, H., Takagi, J.	2.05	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
5gkr	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM/DNA	07/05/16	Crystal structure of SLE patient-derived anti-DNA antibody in complex with oligonucleotide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Arimori, T., Sakakibara, S., Kikutani, H., Takagi, J.	2.1	X-RAY DIFFRACTION	0.185	0.163	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
5gkr	A	B	0	T	nucleic-acid	NA	dna (5'-d(p*tp*tp*tp*t)-3')	IMMUNE SYSTEM/DNA	07/05/16	Crystal structure of SLE patient-derived anti-DNA antibody in complex with oligonucleotide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Arimori, T., Sakakibara, S., Kikutani, H., Takagi, J.	2.1	X-RAY DIFFRACTION	0.185	0.163	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
1ucb	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	02/06/96	STRUCTURE OF UNCOMPLEXED FAB COMPARED TO COMPLEX (1CLY, 1CLZ)	HOMO SAPIENS	homo sapiens	homo sapiens		Sheriff, S., Bajorath, J.	2.5	X-RAY DIFFRACTION	0.276	0.200	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4hkx	A	B	0	E	protein	NA	hemagglutinin ha1	VIRAL PROTEIN/IMMUNE SYSTEM	10/15/12	Influenza hemagglutinin in complex with CH67 Fab	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Schmidt, A.G., Harrison, S.C.	2.5	X-RAY DIFFRACTION	0.219	0.187	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4nki	H	L	0	NA	NA	NA	NA	CYTOKINE	11/12/13	Crystal structure of a Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Jiang, X.	2.41	X-RAY DIFFRACTION	0.245	0.197	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4hkz	B	A	0	H | E	protein | protein	NA | NA	immunoglobulin g-binding protein a | protein l fragment	immune system	10/15/12	Trastuzumab Fab complexed with Protein L and Protein A fragments	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS; FINEGOLDIA MAGNA	homo sapiens	homo sapiens	staphylococcus aureus | finegoldia magna	Avery, K.N., Zer, C., Bzymek, K.P., Williams, J.C.	2.08	X-RAY DIFFRACTION	0.206	0.162	False	True	IGHV3	IGKV1	Kappa	None	None	None
4jam	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/18/13	Crystal structure of broadly neutralizing anti-hiv-1 antibody ch103	HOMO SAPIENS	homo sapiens	homo sapiens		Zhou, T., Moquin, S., Zheng, A., Srivatsan, S., Kwong, P.D.	1.65	X-RAY DIFFRACTION	0.197	0.169	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
4jam	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/18/13	Crystal structure of broadly neutralizing anti-hiv-1 antibody ch103	HOMO SAPIENS	homo sapiens	homo sapiens		Zhou, T., Moquin, S., Zheng, A., Srivatsan, S., Kwong, P.D.	1.65	X-RAY DIFFRACTION	0.197	0.169	False	True	IGHV4	IGLV3	Lambda	None	None	None	None	None
3tnn	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of N5-i5 Fab, an ADCC mediating and non-neutralizing CD4i anti-HIV- 1 antibody.	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.95	X-RAY DIFFRACTION	0.245	0.198	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3tnn	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of N5-i5 Fab, an ADCC mediating and non-neutralizing CD4i anti-HIV- 1 antibody.	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.95	X-RAY DIFFRACTION	0.245	0.198	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3tnn	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of N5-i5 Fab, an ADCC mediating and non-neutralizing CD4i anti-HIV- 1 antibody.	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.95	X-RAY DIFFRACTION	0.245	0.198	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3tnn	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/01/11	Crystal structure of N5-i5 Fab, an ADCC mediating and non-neutralizing CD4i anti-HIV- 1 antibody.	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, X., Pazgier, M.	1.95	X-RAY DIFFRACTION	0.245	0.198	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
4dgy	H	L	0	A	peptide	NA	e2 peptide	IMMUNE SYSTEM/VIRAL PROTEIN	01/27/12	Structure of the Hepatitis C virus envelope glycoprotein E2 antigenic region 412-423 bound to the broadly neutralizing antibody HCV1, C2 form	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Kong, L., Wilson, I.A., Law, M.	1.798	X-RAY DIFFRACTION	0.221	0.188	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
3mug	D	C	0	C	carbohydrate	NAG	polysaccharide	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3mug	F	E	0	C	carbohydrate	NAG	polysaccharide	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3mug	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3mug	J	I	0	I	carbohydrate	NAG	polysaccharide	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3mug	H	G	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
3mug	L	K	0	I	carbohydrate	NAG	polysaccharide	IMMUNE SYSTEM	05/03/10	Crystal structure of human Fab PG16, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Pejchal, R., Walker, L.M., Burton, D.R., Wilson, I.A.	2.49	X-RAY DIFFRACTION	0.248	0.207	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5n4j	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/10/17	human Fab fragment 10C3 against NHBA from Neisseria meningitidis	HOMO SAPIENS	homo sapiens	homo sapiens		Maritan, M., Malito, E.	1.503	X-RAY DIFFRACTION	0.212	0.179	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
4dgv	H	L	0	A	peptide	NA	e2 peptide	IMMUNE SYSTEM/VIRAL PROTEIN	01/26/12	Structure of the Hepatitis C virus envelope glycoprotein E2 antigenic region 412-423 bound to the broadly neutralizing antibody HCV1, P2(1) form	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Kong, L., Wilson, I.A., Law, M.	1.805	X-RAY DIFFRACTION	0.214	0.170	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
2fb4	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	04/18/89	DIR PRIMAERSTRUKTUR DES KRISTALLISIERBAREN MONOKLONALEN IMMUNOGLOBULINS IGG1 KOL. II. AMINOSAEURESEQUENZ DER L-KETTE, LAMBDA-TYP, SUBGRUPPE I (GERMAN)	HOMO SAPIENS	homo sapiens	homo sapiens		Marquart, M., Huber, R.	1.9	X-RAY DIFFRACTION	unknown	0.189	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
3fct	D	C	0	D	Hapten	MMP	N-METHYLMESOPORPHYRIN	IMMUNE SYSTEM	06/13/99	MATURE METAL CHELATASE CATALYTIC ANTIBODY WITH HAPTEN	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Romesberg, F.E., Santarsiero, B.D., Barnes, D., Yin, J., Spiller, B., Schultz, P.G., Stevens, R.C.	2.4	X-RAY DIFFRACTION	0.293	0.206	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
3fct	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/13/99	MATURE METAL CHELATASE CATALYTIC ANTIBODY WITH HAPTEN	HOMO SAPIENS	homo sapiens	homo sapiens		Romesberg, F.E., Santarsiero, B.D., Barnes, D., Yin, J., Spiller, B., Schultz, P.G., Stevens, R.C.	2.4	X-RAY DIFFRACTION	0.293	0.206	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
5te6	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM	09/20/16	Crystal Structure of Broadly Neutralizing VRC01-class Antibody N6 in complex with HIV-1 Clade AE strain 93TH057 core gp120	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Kwong, P.D.	2.4	X-RAY DIFFRACTION	0.278	0.227	False	True	unknown	unknown	unknown	None	None	None	None	None
5l6y	H	L	0	C	protein	NA	interleukin-13	IMMUNE SYSTEM	06/01/16	il13 in complex with tralokinumab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Breed, J.	1.99	X-RAY DIFFRACTION	0.211	0.189	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
5t85	H	L	0	G	protein	NA	10e8 epitope scaffold t117v2	IMMUNE SYSTEM	09/06/16	Crystal structure of 10E8 Fab in complex with the MPER epitope scaffold T117v2 and phosphatidylglycerol (06:0 PG)	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Irimia, A., Wilson, I.A.	2.373	X-RAY DIFFRACTION	0.250	0.195	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
3p0y	H	L	0	A	protein	NA	epidermal growth factor receptor	IMMUNE SYSTEM	09/29/10	anti-EGFR/HER3 Fab DL11 in complex with domain III of EGFR extracellular region	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Eigenbrot, C., Shia, S.	1.8	X-RAY DIFFRACTION	0.215	0.181	False	True	IGHV3	IGKV1	Kappa	1.92E-09	-12.36	SPR	37	22014573
5aze	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/02/15	Fab fragment of calcium-dependent antigen binding antibody, 6RL#9	HOMO SAPIENS	homo sapiens	homo sapiens		Kadono, S., Hironiwa, N., Ishii, S., Igawa, T., Hattori, K.	2.2	X-RAY DIFFRACTION	0.272	0.211	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
1u8q	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELEKWAS	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.24	X-RAY DIFFRACTION	0.238	0.228	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8j	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELDKWAG	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.24	X-RAY DIFFRACTION	0.239	0.229	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8k	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide LELDKWASL	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Pai, E.F.	2.24	X-RAY DIFFRACTION	0.246	0.215	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8h	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ALDKWAS	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.1	X-RAY DIFFRACTION	0.236	0.221	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8i	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELDKWAN	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.0	X-RAY DIFFRACTION	0.247	0.233	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8n	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELDKFAS	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.56	X-RAY DIFFRACTION	0.230	0.205	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
1u8m	B	A	0	C	peptide	NA	gp41 peptide	IMMUNE SYSTEM	08/06/04	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELDKYAS	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.4	X-RAY DIFFRACTION	0.225	0.218	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
2p8l	B	A	0	C	peptide	NA	gp41 peptide	viral protein	03/22/07	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELLELDKWASLWN	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Julien, J.P., Bryson, S., Pai, E.F.	2.44	X-RAY DIFFRACTION	0.225	0.201	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
4nwu	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/06/13	Crystal structure of APE1551, an anti-human NGF Fab with a nine amino acid insertion in CDR H1	HOMO SAPIENS	homo sapiens	homo sapiens		Verdino, P., Stanfield, R.L., Wilson, I.A.	1.602	X-RAY DIFFRACTION	0.198	0.166	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
2b1a	H	L	0	P	peptide	NA	ug1033 peptide of exterior membrane glycoprotein gp120	IMMMUNE SYSTEM	09/15/05	Crystal structure analysis of anti-HIV-1 V3 Fab 2219 in complex with UG1033 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Stanfield, R.L., Gorny, M.K., Zolla-Pazner, S., Wilson, I.A.	2.348	X-RAY DIFFRACTION	0.244	0.211	False	False	IGHV5	IGLV1	Lambda	None	None	None	None	None
